sentence_id,file,sentence,cited_keys,survey_arxiv_id,survey_title,cited_keys_split,n_cited_keys,n_resolved,resolved_titles,resolved_authors,resolved_years,resolved_abstracts,resolved_context,resolution_source
s0540,main.tex,"\subheader{Disagreement.}\label{sec:disagr} \emph{Disagreement}, also known as \emph{churn} \cite{milani_fard_launch_2016}, \emph{jitter} \cite{liu_model_2022}, or \emph{Hamming prediction differences} \cite{shamir_anti-distillation_2020}, is the expected rate of conflicting hard predictions over inputs and models \cite{skalak_sources_1996, madani_co-validation_2004}.","milani_fard_launch_2016;liu_model_2022;shamir_anti-distillation_2020;skalak_sources_1996, madani_co-validation_2004",2305.06329,Similarity of Neural Network Models: A Survey of Functional and Representational Measures,milani_fard_launch_2016liu_model_2022shamir_anti-distillation_2020skalak_sources_1996madani_co-validation_2004,5,5,Launch and Iterate: Reducing Prediction ChurnModel {Stability} with {Continuous} {Data} {Updates}Anti-{Distillation}: {Improving} reproducibility of deep networksThe sources of increased accuracy for two proposed boosting algorithmsCo-Validation: Using Model Disagreement on Unlabeled Data to Validate Classification Algorithms,"Mahdi Milani Fard and Quentin Cormier and Kevin Robert Canini and Maya R. GuptaLiu, Huiting and S., Avinesh P. V. and Patwardhan, Siddharth and Grasch, Peter and Agarwal, SachinShamir, Gil I. and Coviello, LorenzoSkalak, David B and othersOmid Madani and David M. Pennock and Gary William Flake",20162022202019962004,,"milani_fard_launch_2016, author = {Mahdi Milani Fard and Quentin Cormier and Kevin Robert Canini and Maya R. Gupta}, booktitle = {NeurIPS}, title = {Launch and Iterate: Reducing Prediction Churn}, year = {2016}liu_model_2022, author = {Liu, Huiting and S., Avinesh P. V. and Patwardhan, Siddharth and Grasch, Peter and Agarwal, Sachin}, journal = {arXiv preprint arXiv:2201.05692}, title = {Model {Stability} with {Continuous} {Data} {Updates}}, year = {2022}shamir_anti-distillation_2020, author = {Shamir, Gil I. and Coviello, Lorenzo}, journal = {arXiv preprint arXiv:2010.09923}, title = {Anti-{Distillation}: {Improving} reproducibility of deep networks}, year = {2020}skalak_sources_1996, title={The sources of increased accuracy for two proposed boosting algorithms}, author={Skalak, David B and others}, booktitle={AAAI Integrating Multiple Learned Models Workshop}, year={1996},madani_co-validation_2004, author = {Omid Madani and David M. Pennock and Gary William Flake}, booktitle = {NeurIPS}, title = {Co-Validation: Using Model Disagreement on Unlabeled Data to Validate Classification Algorithms}, year = {2004}",bibbibbibbibbib
s0550,main.tex,"In contrast to our work, which is about comparing neural networks, work on functional representations is about training neural networks to represent continuous functions that are only known via samples at discrete points \cite{Mehta_2021_ICCV,sitzmann_implicit_2020,klocek_hypernetwork_2019}.","Mehta_2021_ICCV,sitzmann_implicit_2020,klocek_hypernetwork_2019",2305.06329,Similarity of Neural Network Models: A Survey of Functional and Representational Measures,Mehta_2021_ICCVsitzmann_implicit_2020klocek_hypernetwork_2019,3,3,Modulated Periodic Activations for Generalizable Local Functional RepresentationsImplicit Neural Representations with Periodic Activation FunctionsHypernetwork Functional Image Representation,"Mehta, Ishit and Gharbi, Micha\""el and Barnes, Connelly and Shechtman, Eli and Ramamoorthi, Ravi and Chandraker, ManmohanSitzmann, Vincent and Martel, Julien and Bergman, Alexander and Lindell, David and Wetzstein, GordonKlocek, Sylwester and Maziarka, {\L}ukasz and Wo{\l}czyk, Maciej and Tabor, Jacek and Nowak, Jakub and {\'{S}}mieja, Marek",202120202019,"Motivated by the human way of memorizing images we introduce their functional representation, where an image is represented by a neural network. For this purpose, we construct a hypernetwork which takes an image and returns weights to the target network, which maps point from the plane (representing positions of the pixel) into its corresponding color in the image. Since the obtained representation is continuous, one can easily inspect the image at various resolutions and perform on it arbitrary continuous operations. Moreover, by inspecting interpolations we show that such representation has some properties characteristic to generative models. To evaluate the proposed mechanism experimentally, we apply it to image super-resolution problem. Despite using a single model for various scaling ","Mehta_2021_ICCV, author = {Mehta, Ishit and Gharbi, Micha\""el and Barnes, Connelly and Shechtman, Eli and Ramamoorthi, Ravi and Chandraker, Manmohan}, title = {Modulated Periodic Activations for Generalizable Local Functional Representations}, booktitle = {ICCV}, year = {2021},sitzmann_implicit_2020, author = {Sitzmann, Vincent and Martel, Julien and Bergman, Alexander and Lindell, David and Wetzstein, Gordon}, booktitle = {NeurIPS}, title = {Implicit Neural Representations with Periodic Activation Functions}, url = {https://proceedings.neurips.cc/paper_files/paper/2020/file/53c04118df112c13a8c34b38343b9c10-Paper.pdf}, year = {2020}klocek_hypernetwork_2019, author=""Klocek, Sylwester and Maziarka, {\L}ukasz and Wo{\l}czyk, Maciej and Tabor, Jacek and Nowak, Jakub and {\'{S}}mieja, Marek"", title=""Hypernetwork Functional Image Representation"", booktitle=""Artificial Neural Networks and Machine Learning -- ICANN 2019: Workshop and Special Sessions"", year=""2019"", abstract=""Motivated by the human way of memorizing images we introduce their functional representation, where an image is represented by a neural network. For this purpose, we construct a hypernetwork which takes an image and returns weights to the target network, which maps point from the plane (representing positions of the pixel) into its corresponding color in the image. Since the obtained representation is continuous, one can easily inspect the image at vario",bibbibbib
s0557,kouw_pami18a_arxiv-revision.tex,"\label{sec:D_HDH} \end{align} In this context, it finds the pair of classifiers $h,h'$ for which the difference in disagreements between the source and target domain is largest \cite{ben2007analysis,ben2010theory}.","ben2007analysis,ben2010theory",1901.05335,A review of domain adaptation without target labels,ben2007analysisben2010theory,2,2,"Analysis of representations for domain adaptation,A theory of learning from different domains,",,,,"S. Ben-David, J. Blitzer, K. Crammer, and F. Pereira, ``Analysis of representations for domain adaptation,'' in Advances in Neural Information Processing Systems, 2007, pp. 137--144.S. Ben-David, J. Blitzer, K. Crammer, A. Kulesza, F. Pereira, and J. W. Vaughan, ``A theory of learning from different domains,'' Machine Learning, vol. 79, no. 1-2, pp. 151--175, 2010.",bblbbl
s0569,emotionrlsurvey.tex,"On the other hand, emotions have also been identified as complex feedback signals used to shape behaviour \citep{baumeister2007,broekens2013}.","baumeister2007,broekens2013",1705.05172,Emotion in Reinforcement Learning Agents and Robots: A Survey,baumeister2007broekens2013,2,2,,,,,"Baumeister RF, Vohs KD, DeWall CN, Zhang L (2007) {How emotion shapes behavior: Feedback, anticipation, and reflection, rather than direct causation}. Personality and Social Psychology Review 11(2):167--203Broekens J, Bosse T, Marsella SC (2013) {Challenges in Computational Modeling of Affective Processes}. Affective Computing, IEEE Transactions on 4(3):242--245",bblbbl
s0571,emotionrlsurvey.tex,"Similar problems occur in \citep{tanaka2004associated}, \citep{ayesh2004emotionally} and \citep{obayashi2012emotional}, while \citep{zhou2002computational} and \citep{shibata1997artificial} leave the implemented connections unspecified.",tanaka2004associated;ayesh2004emotionally;obayashi2012emotional;zhou2002computational;shibata1997artificial,1705.05172,Emotion in Reinforcement Learning Agents and Robots: A Survey,tanaka2004associatedayesh2004emotionallyobayashi2012emotionalzhou2002computationalshibata1997artificial,5,5,,,,,"Tanaka F, Noda K, Sawada T, Fujita M (2004) {Associated emotion and its expression in an entertainment robot QRIO}. In: {Entertainment Computing--ICEC 2004}, Springer, pp 499--504Ayesh A (2004) {Emotionally motivated reinforcement learning based controller}. In: {Systems, Man and Cybernetics, 2004 IEEE International Conference on}, IEEE, vol 1, pp 874--878Obayashi M, Takuno T, Kuremoto T, Kobayashi K (2012) {An emotional model embedded reinforcement learning system}. In: {Systems, Man, and Cybernetics (SMC), 2012 IEEE International Conference on}, IEEE, pp 1058--1063Zhou W, Coggins R (2002) {Computational models of the amygdala and the orbitofrontal cortex: A hierarchical reinforcement learning system for robotic control}. In: {AI 2002: Advances in Artificial Intelligence}, Springer, pp 419--430Shibata T, Yoshida M, Yamato J (1997) {Artificial emotional creature for human-machine interaction}. In: {Systems, Man, and Cybernetics, 1997. Computational Cybernetics and Simulation., 1997 IEEE International Conference on}, IEEE, vol 3, pp 2269--2274",bblbblbblbblbbl
s0572,personAttributes-Survey-arXiv-version.tex,"On the other hand, some researchers attempt to use history knowledge (such as Wikipedia \footnote{\url{en.wikipedia.org}}) to help improve their overall performance, such as image caption \cite{Wu2017ImageCaptionKnledge, Peng2015ExplicitKnowVQA}, object detection \cite{Jiang2018knowledgeObjectDetection}.","Wu2017ImageCaptionKnledge, Peng2015ExplicitKnowVQA;Jiang2018knowledgeObjectDetection",1901.07474,Pedestrian Attribute Recognition: A Survey,Wu2017ImageCaptionKnledgePeng2015ExplicitKnowVQAJiang2018knowledgeObjectDetection,3,3,"Image captioning and visual question answering based on attributes and external knowledge.Explicit knowledge-based reasoning for visual question answering,Hybrid knowledge routed modules for large-scale object detection,",,,,"Q. Wu, C. Shen, P. Wang, A. Dick, and d. H. A. Van, ``Image captioning and visual question answering based on attributes and external knowledge.'' IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. PP, no. 99, pp. 1--1, 2017.W. Peng, W. Qi, C. Shen, A. V. D. Hengel, and A. Dick, ``Explicit knowledge-based reasoning for visual question answering,'' Computer Science, 2015.X. L. L. L. ChenHan Jiang, Hang Xu, ``Hybrid knowledge routed modules for large-scale object detection,'' in NIPS, 2018.",bblbblbbl
s0577,f_IntegratedRejector.tex,"\end{equation*} Similar to the SVM case, \citet{GascaA.2011} and \citet{Mesquita2016} measure the disagreement of two Neural Networks trained to prioritize the classes differently.",GascaA.2011;Mesquita2016,2107.11277,Machine Learning with a Reject Option: A survey,GascaA.2011Mesquita2016,2,2,{A Rejection Option for the Multilayer Perceptron Using Hyperplanes}.{Classification with reject option for software defect prediction}.,,,,"Gasca A., E., Salda{\ {n}}a T., S., S{\'{a}}nchez G., J. S., Vel{\'{a}}squez G., V., Rend{\'{o}}n L., E., Abundez B., I. M., Valdovinos R., R. M., and Cruz R., R. (2011). {A Rejection Option for the Multilayer Perceptron Using Hyperplanes}. In {\em Lecture Notes in Computer Science}, volume 6593 LNCS, pages 51--60. Springer Berlin Heidelberg.Mesquita, D. P., Rocha, L. S., Gomes, J. P. P., and da Rocha Neto, A. R. (2016). {Classification with reject option for software defect prediction}. {\em Applied Soft Computing Journal}, 49:1085--1093.",bblbbl
s0581,b_preliminaries.tex,"% } \subsubsection{Ambiguity Rejection} %\changed{\textit{Ambiguity rejection} allows a model to abstain from predicting an example $x$ in regions where the model $h$ fails to capture the correct relationship $f$ between $X$ and $Y$~\citep{Chow1958,Hellman1970,Fukunaga1972}.\kilian{I don't think this is correct; it indicates that ambiguity rejection applies anywhere there is no correct relationship $f$.} %This can happen either because of real\kilian{what does the ""real"" mean in this context?} c","Chow1958,Hellman1970,Fukunaga1972",2107.11277,Machine Learning with a Reject Option: A survey,Chow1958Hellman1970Fukunaga1972,3,3,{An Optimum Character Recognition System Using Decision Functions}.{The Nearest Neighbor Classification Rule with a Reject Option}.{Application of optimum error-reject functions}.,,,,"Flores, I. (1958). {An Optimum Character Recognition System Using Decision Functions}. {\em IRE Transactions on Electronic Computers}, EC-7(2):180.Hellman, M. E. (1970). {The Nearest Neighbor Classification Rule with a Reject Option}. {\em IEEE Transactions on Systems Science and Cybernetics}, 6(3):179--185.Fukunaga, K. and Kessell, D. (1972). {Application of optimum error-reject functions}. {\em IEEE Transactions on Information Theory}, 18(6):814--817.",bblbblbbl
s0582,e_DependentRejector.tex,"\end{eqnarray*} On the other hand, the \emph{class conditional density} approaches perform novelty rejection putting~\citep{Dubuisson1993,Dubuisson1985} \begin{eqnarray}\label{eq:c_h_class_conditional_novelty} c_h(x) &=& \max_{k \in \mathcal{Y}} p(X=x|Y=k).","Dubuisson1993,Dubuisson1985",2107.11277,Machine Learning with a Reject Option: A survey,Dubuisson1993Dubuisson1985,2,2,{A statistical decision rule with incomplete knowledge about classes}.{Computer aided system diagnostic with an incomplete learning set}.,,,,"Dubuisson, B. and Masson, M. (1993). {A statistical decision rule with incomplete knowledge about classes}. {\em Pattern Recognition}, 26(1):155--165.D{\""{u}}buisson, B., Usai, M., and Malvache, P. (1985). {Computer aided system diagnostic with an incomplete learning set}. {\em Progress in Nuclear Energy}, 15(C):875--880.",bblbbl
s0583,e_DependentRejector.tex,"On the other hand, confidence values can also be derived from the weight vectors of a \gls{som}~\citep{Sousa2014,GamelasSousa2015}.","Sousa2014,GamelasSousa2015",2107.11277,Machine Learning with a Reject Option: A survey,Sousa2014GamelasSousa2015,2,2,{Classification with Reject Option Using the Self-Organizing Map}.{Robust classification with reject option using the self-organizing map}.,,,,"Gamelas Sousa, R., da Rocha Neto, A. R., Cardoso, J. S., and Barreto, G. A. (2014b). {Classification with Reject Option Using the Self-Organizing Map}. In {\em Lecture Notes in Computer Science}, volume 8681 LNCS, chapter Artificial, pages 105--112. Springer, Cham.Gamelas Sousa, R., da Rocha Neto, A., R.Cardoso, J. S., and Barreto, G. A. (2015). {Robust classification with reject option using the self-organizing map}. {\em Neural Computing and Applications}, 26(7):1603--1619.",bblbbl
