file,sentence,cited_keys,survey_arxiv_id,survey_title
acl_latex.tex,"However, \citet{xia-etal-2024-vision} find that despite promising OCR performance on tabular data, MLLMs still struggle with spatial and formatting recognition, particularly for large or structurally complex tables \cite{zheng-etal-2024-multimodal,10.1007/978-3-032-09371-4_1}.","xia-etal-2024-vision;zheng-etal-2024-multimodal,10.1007/978-3-032-09371-4_1",2510.09671,"Table Question Answering in the Era of Large Language Models: A Comprehensive Survey of Tasks, Methods, and Evaluation"
acl_latex.tex,"This exposes a core contradiction: while LLMs excel at \textit{synthetic code-mixed data generation} \citep{pratapa-etal-2018-language, winata-etal-2019-code}, they remain fragile in \textit{zero-shot transfer} to naturalistic CSW, with sharp accuracy drops and sensitivity to pretraining language choice \citep{zhang-etal-2023-multilingual, tatariya-etal-2023-transfer, 11016028}.","pratapa-etal-2018-language, winata-etal-2019-code;zhang-etal-2023-multilingual, tatariya-etal-2023-transfer, 11016028",2510.07037,Beyond Monolingual Assumptions: A Survey of Code-Switched NLP in the Era of Large Language Models across Modalities
application.tex,"\citet{meng2025uncoveringvulnerabilitiesllmassistedcyber} study failures in assisted threat intelligence workflows and find contradictions, scope drift and generalization gaps, then suggest structured prompting and verification fixes.",meng2025uncoveringvulnerabilitiesllmassistedcyber,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses"
application.tex,"\citet{pan2025why} introduce the MAST taxonomy of multi agent failure modes and an automated judging pipeline for execution failure detection across orchestration frameworks, while \citet{alharthi2025cloudinvestigationautomationframework} present CIAF, an ontology driven framework that structures cloud logs and builds incident narratives from mixed evidence streams.",pan2025why;alharthi2025cloudinvestigationautomationframework,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses"
application.tex,Other failure modes include contradictions in CTI pipelines and hallucinated findings in auditing agents such as RepoAudit \citep{guo2025repoaudit}.,guo2025repoaudit,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses"
cross-cutting.tex,"However, \citet{fu2024impromptertrickingllmagents} show that superior instruction adherence paradoxically increases susceptibility to indirect prompt injections and multi-step data exfiltration, with approximately 35 papers evaluating GPT in isolation.",fu2024impromptertrickingllmagents,2510.06445,"A Survey on Agentic Security: Applications, Threats and Defenses"
agentic.tex,"Retrieval-based verification such as HalluMeasure~\cite{akbar2024hallumeasure} classifies statements as supported, contradicted, or absent.",akbar2024hallumeasure,2510.04023,"LLM-Based Data Science Agents: A Survey of Capabilities, Challenges, and Future Directions"
agentic.tex,"Retrieval-based verification, such as HalluMeasure \cite{akbar2024hallumeasure}, classifies statements as supported, contradicted, or absent.",akbar2024hallumeasure,2510.04023,"LLM-Based Data Science Agents: A Survey of Capabilities, Challenges, and Future Directions"
main.tex,"\item Natural Language Vision Inference \citep{xie2019visual} --- considering a contextual image and 2 captions, the model outputs the relationship between the 2 sentences as either logical entailment, contradiction, or neutrality.",xie2019visual,2509.22123,"Multilingual Vision-Language Models, A Survey"
sn-article.tex,"In contrast to In-Context Learning (ICL)-based methods, which rely on demonstrations to learn task-specific patterns without exposing the underlying reasoning, CoT prompting encourages models to generate step-by-step rationales in natural language~\cite{wang2022self}.",wang2022self,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models
sn-article.tex,"In contrast to interpretability approaches such as CoT prompting, which infer reasoning patterns from observable outputs, mechanistic interpretability focuses on uncovering how models internally represent, manipulate, and propagate information during inference~\cite{nanda2023progress}.",nanda2023progress,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models
sn-article.tex,"In contrast to their application in encoder-only and decoder-only LMs, these methods for encoder-decoder models consider both the bidirectional contextual representations generated by the encoder and the auto-regressive decoding process in the decoder~\cite{raffel2020exploring}.",raffel2020exploring,2509.21631,Towards Transparent AI: A Survey on Explainable Language Models
main.tex,"In contrast to narrative reviews, SLRs follow a predefined methodology to promote transparency, reproducibility, and reduced bias \cite{grant2009typology, booth2021systematic}.","grant2009typology, booth2021systematic",2509.17240,Can Agents Judge Systematic Reviews Like Humans? Evaluating SLRs with LLM-based Multi-Agent System
survey.tex,"There is disagreement regarding whether to retain entropy regularization~\cite{ouyang2022training, shao2024deepseekmath, hu2025open}.","ouyang2022training, shao2024deepseekmath, hu2025open",2509.16679,Reinforcement Learning Meets Large Language Models: A Survey of Advancements and Applications Across the LLM Lifecycle
3-retrieval.tex,"\subsubsection{Dense Retrieval} In contrast to sparse lexical methods, dense retrieval~\citep{zhao2024dense, gao2021condenser, zhu2023large} uses continuous vector embeddings to represent queries and documents.","zhao2024dense, gao2021condenser, zhu2023large",2509.10697,A Survey on Retrieval And Structuring Augmented Generation with Large Language Models
3-Related_Work.tex,"With a broader attack landscape, \cite{cui2024recent} and \cite{guo2022threats} explore recent research on LLM threats and vulnerabilities, discussing current challenges and open problems, while \cite{chowdhury2024breaking} and \cite{abdali2024securing} provide comprehensive surveys of several attack classes, including jailbreaks, prompt injections, and data poisoning.",cui2024recent;guo2022threats;chowdhury2024breaking;abdali2024securing,2509.10682,LLM in the Middle: A Systematic Review of Threats and Mitigations to Real-World LLM-based Systems
com_policy.tex,"For example, \citet{aggarwal2025l1} control reasoning length by ensuring adherence to user-specified length constraints, while \citet{yuan2025efficient} and \citet{luo2025o1} design relative-length regularization and an accuracy-preservation constraint to the optimization objective, \citet{xiang2025just} and \citet{liu2025learn} propose to apply adaptive length penalties conditioned on problem difficulty to preserve the model ability.",aggarwal2025l1;yuan2025efficient;luo2025o1;xiang2025just;liu2025learn,2509.08827,A Survey of Reinforcement Learning for Large Reasoning Models
challenges.tex,"However, \citet{chen2025enigmata} suggest that multi-stage RL across different tasks has advantages in generalizing to difficult or unseen problems.",chen2025enigmata,2509.08827,A Survey of Reinforcement Learning for Large Reasoning Models
com_reward.tex,"Rule-based rewards stand in contrast to outcome-based or process-based Reward Models (RMs), such as standard RLHF with a learned reward model trained on human preference rankings~\citep{ouyang2022training} and Process Reward Models (PRMs) trained on step-level annotations~\citep{yuan2024free,setlur2024rewarding,sun2025freeprm}.","ouyang2022training;yuan2024free,setlur2024rewarding,sun2025freeprm",2509.08827,A Survey of Reinforcement Learning for Large Reasoning Models
com_reward.tex,"In contrast to using fixed reward weights~\citep{yao2025training,team2025kimi} or heuristic rules for reward interpolation~\citep{zhang2025grpo,aggarwal2025l1}, \cite{lu2025learning} propose dynamic reward weighting, employing both hypervolume-guided weight adaptation and gradient-based weight optimization.","yao2025training,team2025kimi;zhang2025grpo,aggarwal2025l1;lu2025learning",2509.08827,A Survey of Reinforcement Learning for Large Reasoning Models
main.tex,"These attacks can undermine AFC pipelines in at least three key ways (see Fig.~\ref{fig:FC_attack}): (1) \textit{Adversarial claim attacks}: Modifying or synthesizing misleading claims (e.g., paraphrasing or multi-hop claims) that elicit incorrect verdicts when checked against the original evidence \cite{thorne-etal-2019-evaluating,factual2025mamta}; (2) \textit{Adversarial evidence attacks}: Injecting manipulated or fabricated evidence into the corpus to mislead the retrieval process or verdict","thorne-etal-2019-evaluating,factual2025mamta;du_2022_synthetic,abdelnabi2023fact;schuster2019towards",2509.08463,Adversarial Attacks Against Automated Fact-Checking: A Survey
main.tex,"% % \cite{kim-allan-2019-fever} % % Controversy, Notclear, SubsetNum, NotEnoughInfo Add, NotEnoughInfo Add - NE % Adversarial claims are also created from multiple perspectives, % % for FEVER 2.0 shared task \cite{thorne-etal-2019-fever2}, % such as conflicting evidence in the Controversy attack, ambiguous phrasing in the NotClear attack, entity relationship or temporal reasoning challenges in the SubsetNum and FiniteSet attacks \cite{kim-allan-2019-fever}, multiple propositions or additional un",kim-allan-2019-fever;thorne-etal-2019-fever2;kim-allan-2019-fever,2509.08463,Adversarial Attacks Against Automated Fact-Checking: A Survey
main.tex,"% For instance, while \citet{xu2023counterfactual} and \citet{zhang2024causal} recently explored internal multi-hop reasoning for original claims, it remains unclear whether their methods can effectively handle adversarial claims generated by the Multi-hop attack \citep{hidey-etal-2020-deseption}.",xu2023counterfactual;zhang2024causal;hidey-etal-2020-deseption,2509.08463,Adversarial Attacks Against Automated Fact-Checking: A Survey
truthfulness.tex,"In contrast to hallucination mitigation, HalluMeasure~\cite{akbar2024hallumeasure} focused on fine-grained hallucination measurement, using CoT prompting.",akbar2024hallumeasure,2509.03871,A Comprehensive Survey on Trustworthiness in Reasoning with Large Language Models
