pair_id,question,hypothesis_a,pmid_a,hypothesis_b,pmid_b,label_3way
as_000081,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found an association between the genotype II and low ACE activity in preeclamptic women and an association between D allele frequency and preeclampsia.,14967168,"There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,Contradiction
as_000082,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found an association between the genotype II and low ACE activity in preeclamptic women and an association between D allele frequency and preeclampsia.,14967168,"In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,NotContradiction
as_000083,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found an association between the genotype II and low ACE activity in preeclamptic women and an association between D allele frequency and preeclampsia.,14967168,"The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,Contradiction
as_000084,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found an association between the genotype II and low ACE activity in preeclamptic women and an association between D allele frequency and preeclampsia.,14967168,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,Contradiction
as_000085,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"However, this polymorphism does not correlate with the severity of hypertension or perinatal outcome.",16167906,NotContradiction
as_000086,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,The commonly occurring RAS polymorphisms are not predictive of pre-eclampsia or eclampsia in the Black South African population.,15097234,NotContradiction
as_000087,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"It is highly likely that the observed small nominal increase in risk of preeclampsia associated with the ACE D-allele is due to small-study bias, similar to that observed in cardiovascular disease.",17194198,Contradiction
as_000088,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"In conclusion, a molecular variant of ACE, but not angiotensinogen, gene is associated with preeclampsia in Korean women.",15082899,Contradiction
as_000089,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,The result indicates that the AGT M235T polymorphism and the ACE intron 16 polymorphism play no significant role in preeclampsia observed in Korean women.,15294367,NotContradiction
as_000090,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"There was no effect of ACE gene polymorphism on pregnancy outcome, the incidence of pregnancy-induced hypertension, or changes in BP during pregnancy.",8841206,NotContradiction
as_000091,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"In contrast, plasma Ang II levels were unchanged in preeclamptic patients.",17401503,Contradiction
as_000092,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,"The present data indicate that the DD genotype is a genetic marker associated with an elevated risk of obstetric cholestasis, but this polymorphism of the angiotensin-converting enzyme gene is unlikely to play any significant role in preeclampsia.",11568784,NotContradiction
as_000093,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia",We found no association of the two gene polymorphisms with preeclampsia.,17710578,This study has found no evidence that the insertion-deletion polymorphism in the angiotensin-converting enzyme gene is associated with pre-eclampsia.,10459873,NotContradiction
as_000094,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","However, this polymorphism does not correlate with the severity of hypertension or perinatal outcome.",16167906,The commonly occurring RAS polymorphisms are not predictive of pre-eclampsia or eclampsia in the Black South African population.,15097234,NotContradiction
as_000095,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","However, this polymorphism does not correlate with the severity of hypertension or perinatal outcome.",16167906,"It is highly likely that the observed small nominal increase in risk of preeclampsia associated with the ACE D-allele is due to small-study bias, similar to that observed in cardiovascular disease.",17194198,Contradiction
as_000096,"In women with pre-eclampsia, is Polymorphism in angiotensin gene associated with pre-eclampsia","However, this polymorphism does not correlate with the severity of hypertension or perinatal outcome.",16167906,"In conclusion, a molecular variant of ACE, but not angiotensinogen, gene is associated with preeclampsia in Korean women.",15082899,Contradiction
